client_id,Variation,age_group,gender_clean
378822,Test,60+,Female
1718738,Test,30–45,Unknown
6888735,Test,30–45,Unknown
5824205,Control,45–60,Male
8620971,Test,30–45,Female
4293448,Control,<30,Unknown
8084318,Test,30–45,Male
6501008,Test,<30,Unknown
8774697,Test,60+,Male
8538961,Control,<30,Female
5671184,Control,30–45,Female
6328917,Test,45–60,Unknown
8304027,Control,60+,Male
9182399,Test,<30,Unknown
7811847,Test,60+,Female
8967374,Test,30–45,Female
4679420,Test,45–60,Male
8695867,Test,30–45,Female
2183946,Control,<30,Unknown
203427,Control,60+,Male
4328965,Test,45–60,Unknown
6901566,Test,60+,Male
1231025,Control,60+,Male
3295388,Control,45–60,Unknown
9596642,Test,60+,Female
9418751,Control,<30,Unknown
530883,Test,60+,Female
918104,Test,45–60,Female
2923314,Test,30–45,Unknown
1766394,Control,60+,Female
753410,Test,45–60,Female
8051597,Control,30–45,Unknown
1957546,Test,30–45,Female
886333,Control,<30,Unknown
2651390,Test,30–45,Female
7331597,Control,<30,Unknown
2751453,Control,45–60,Female
7350431,Control,30–45,Male
960580,Test,60+,Male
8433852,Control,45–60,Male
2245552,Test,45–60,Female
6824135,Test,<30,Male
9149348,Test,30–45,Male
6620676,Test,<30,Male
9959662,Test,45–60,Male
3481694,Test,<30,Unknown
4562463,Control,<30,Unknown
1538385,Control,45–60,Unknown
2512762,Test,60+,Male
2371536,Control,30–45,Unknown
3089225,Control,<30,Male
2837772,Test,60+,Male
1390367,Control,<30,Unknown
8456627,Control,45–60,Male
4421346,Test,30–45,Unknown
7875141,Control,30–45,Male
9214462,Control,60+,Unknown
1371807,Control,45–60,Unknown
6539335,Control,60+,Female
4046428,Control,60+,Male
4703475,Test,30–45,Unknown
1911312,Test,60+,Female
5929008,Control,45–60,Unknown
7560855,Control,45–60,Male
7184289,Test,60+,Unknown
7573647,Control,45–60,Female
973942,Test,45–60,Female
239815,Control,45–60,Male
1779400,Control,60+,Female
9811778,Test,60+,Male
317713,Test,<30,Unknown
866150,Control,45–60,Unknown
395152,Test,60+,Female
6901150,Control,<30,Female
9642676,Test,<30,Unknown
6838569,Control,<30,Unknown
5380969,Control,<30,Unknown
7181572,Test,<30,Male
5074532,Test,30–45,Female
341102,Test,45–60,Female
908061,Test,45–60,Unknown
6474767,Control,45–60,Female
411761,Test,45–60,Unknown
7706925,Test,30–45,Female
534100,Test,60+,Female
8975963,Control,<30,Unknown
7271127,Control,60+,Male
1843762,Test,<30,Female
6394402,Test,30–45,Unknown
1190149,Control,45–60,Unknown
8280766,Control,<30,Female
2474953,Control,45–60,Female
7638105,Test,45–60,Female
4318251,Test,60+,Male
4751290,Test,30–45,Unknown
4464722,Test,30–45,Female
3692684,Control,<30,Female
6602749,Test,30–45,Female
1505133,Control,45–60,Male
8147319,Test,60+,Unknown
1049315,Test,45–60,Male
3220502,Test,60+,Male
625002,Test,30–45,Female
3257276,Control,60+,Unknown
3582462,Test,30–45,Female
2868548,Control,60+,Unknown
4758894,Test,45–60,Unknown
2295997,Control,60+,Male
4815412,Control,30–45,Female
1393360,Test,30–45,Male
6293657,Test,30–45,Unknown
9668860,Control,30–45,Male
7391274,Test,60+,Male
6395285,Control,30–45,Male
5201417,Test,60+,Unknown
2634677,Control,30–45,Unknown
4937291,Control,<30,Unknown
368994,Test,30–45,Female
9388977,Control,45–60,Female
8155528,Test,45–60,Female
6383676,Test,60+,Unknown
5126691,Test,30–45,Male
3321186,Control,<30,Unknown
4524761,Control,<30,Unknown
8255655,Test,45–60,Male
4557771,Control,45–60,Male
8325169,Test,45–60,Female
5357124,Control,60+,Male
4527564,Test,30–45,Male
4022403,Test,<30,Unknown
9618881,Control,<30,Male
9870360,Control,45–60,Female
9583508,Test,45–60,Female
8219222,Test,45–60,Unknown
9224292,Test,<30,Male
8942888,Control,60+,Male
4190314,Control,60+,Female
2400957,Test,60+,Male
1221796,Test,45–60,Female
1536463,Control,45–60,Male
9524835,Test,45–60,Female
804318,Control,45–60,Unknown
5859808,Control,30–45,Male
7872965,Test,30–45,Unknown
1738333,Test,60+,Unknown
7928821,Test,30–45,Unknown
3522819,Control,45–60,Female
2359159,Control,30–45,Female
9696890,Test,30–45,Female
5810660,Control,45–60,Female
2372230,Control,30–45,Female
2696779,Test,45–60,Male
7566862,Test,45–60,Unknown
3524354,Control,45–60,Male
9239428,Control,<30,Male
195310,Control,45–60,Female
3270512,Control,<30,Unknown
9797077,Control,30–45,Unknown
296285,Control,45–60,Male
693478,Test,45–60,Female
6106562,Test,<30,Unknown
5683989,Test,45–60,Male
9428003,Control,45–60,Female
9893523,Control,30–45,Male
6954909,Test,45–60,Unknown
9578094,Test,30–45,Male
6512974,Test,30–45,Female
579564,Test,60+,Female
8611098,Control,45–60,Male
2330451,Control,30–45,Female
3377070,Test,<30,Unknown
4987617,Control,30–45,Male
1413326,Test,60+,Male
7029595,Test,60+,Male
8533320,Control,30–45,Female
9485220,Test,45–60,Male
1946062,Control,<30,Unknown
2534280,Test,60+,Male
9291765,Test,<30,Male
6015130,Test,60+,Female
3283578,Test,<30,Male
8641216,Test,30–45,Unknown
390870,Control,<30,Unknown
3815578,Control,30–45,Unknown
4348721,Test,60+,Female
3670962,Control,30–45,Female
8013513,Test,60+,Male
8223495,Test,60+,Male
8375301,Test,45–60,Female
6360509,Test,45–60,Male
3012770,Control,45–60,Female
5740202,Test,30–45,Unknown
7054265,Test,<30,Unknown
9177631,Control,30–45,Male
3087509,Test,30–45,Male
386822,Control,30–45,Male
9020500,Test,60+,Female
7997826,Control,45–60,Unknown
4415346,Control,<30,Unknown
6608109,Test,<30,Unknown
6512876,Test,45–60,Female
1890622,Test,30–45,Male
9920073,Control,45–60,Male
3338628,Test,30–45,Male
507610,Control,45–60,Unknown
724800,Test,30–45,Unknown
6383598,Control,45–60,Male
2677821,Control,60+,Male
4811855,Test,30–45,Male
5138174,Test,<30,Male
4550885,Test,60+,Male
3490396,Test,<30,Unknown
1091527,Control,45–60,Unknown
9551810,Test,60+,Female
9679615,Test,30–45,Unknown
7459131,Test,45–60,Female
8232713,Test,30–45,Unknown
6947005,Test,45–60,Female
3030589,Test,45–60,Female
5768721,Control,45–60,Female
9335340,Test,45–60,Unknown
8842108,Control,45–60,Female
938970,Test,60+,Male
9914393,Control,45–60,Male
5288243,Test,30–45,Unknown
7142986,Test,<30,Female
969629,Control,<30,Male
447329,Control,<30,Male
4326909,Test,60+,Male
7005816,Control,45–60,Male
6806729,Test,45–60,Male
4162111,Test,45–60,Female
2333169,Control,60+,Male
735147,Control,60+,Female
4037065,Test,45–60,Unknown
5525202,Test,45–60,Male
3032988,Test,45–60,Male
9311214,Test,45–60,Female
6245519,Control,45–60,Female
7215479,Control,30–45,Male
6941692,Test,<30,Female
9507038,Control,<30,Unknown
9215453,Test,60+,Male
7822945,Control,60+,Male
9222810,Test,<30,Unknown
2628332,Test,<30,Unknown
4475862,Test,45–60,Male
739806,Test,45–60,Female
4189075,Test,<30,Unknown
6229299,Test,<30,Unknown
6363669,Control,60+,Male
4572106,Test,30–45,Female
9572729,Test,60+,Male
4850878,Control,60+,Female
5445293,Test,30–45,Female
6491803,Test,45–60,Female
9113216,Control,60+,Female
4999976,Control,<30,Unknown
5230191,Control,30–45,Female
6671189,Test,30–45,Unknown
3032968,Control,<30,Female
8157741,Test,60+,Female
9224100,Test,60+,Male
4518867,Test,60+,Male
8301761,Control,30–45,Unknown
1419548,Test,45–60,Male
7826041,Control,30–45,Unknown
9944129,Test,45–60,Female
6654915,Control,60+,Male
9278876,Control,<30,Unknown
6111880,Test,30–45,Male
6671803,Control,45–60,Male
2759368,Control,30–45,Female
2250020,Test,60+,Male
1867524,Test,30–45,Male
2146904,Test,45–60,Male
8118015,Control,45–60,Unknown
3765844,Test,<30,Female
9257975,Test,<30,Unknown
2122128,Test,60+,Female
2639289,Control,30–45,Male
1758289,Control,<30,Male
7356175,Control,60+,Male
9416016,Test,<30,Unknown
4777731,Control,30–45,Male
7328869,Test,30–45,Female
5510017,Control,60+,Female
1991753,Control,30–45,Unknown
5877948,Test,45–60,Male
1059936,Control,<30,Male
2642558,Control,60+,Unknown
7875206,Control,45–60,Female
2853248,Test,30–45,Male
537598,Test,45–60,Male
9600132,Test,30–45,Male
6968851,Control,60+,Unknown
4971958,Control,60+,Male
7000685,Test,30–45,Male
5333331,Test,45–60,Male
1693716,Test,30–45,Female
8071857,Control,<30,Female
206829,Control,45–60,Unknown
8702776,Control,30–45,Unknown
1815591,Test,45–60,Female
6071177,Control,45–60,Male
7186706,Control,30–45,Unknown
1169304,Control,45–60,Male
6104853,Control,60+,Female
7325425,Control,45–60,Female
1212878,Test,60+,Female
3993467,Test,30–45,Male
939325,Control,30–45,Unknown
731715,Control,<30,Unknown
5412295,Control,30–45,Male
9056097,Test,45–60,Female
182574,Control,30–45,Unknown
5072657,Test,30–45,Male
8971577,Test,45–60,Male
3840809,Test,30–45,Female
4960794,Control,60+,Unknown
2688516,Test,60+,Unknown
7241873,Test,30–45,Female
9721014,Test,<30,Unknown
7959359,Test,<30,Male
1076459,Control,60+,Male
6926845,Test,30–45,Unknown
1716999,Test,30–45,Female
585865,Test,<30,Unknown
925323,Test,30–45,Male
5161793,Control,60+,Unknown
7087200,Test,<30,Unknown
9844882,Control,60+,Female
7415948,Control,<30,Male
843004,Test,45–60,Unknown
3646492,Test,45–60,Unknown
2053795,Control,45–60,Male
1235280,Control,60+,Male
7078892,Control,<30,Male
1429772,Test,45–60,Unknown
5201721,Test,30–45,Male
8418435,Control,30–45,Female
477588,Control,60+,Unknown
5129431,Control,<30,Unknown
8497008,Test,30–45,Male
2822730,Control,<30,Male
2828863,Test,45–60,Male
7926211,Test,45–60,Male
4636585,Test,45–60,Unknown
4942671,Test,60+,Male
8966772,Test,45–60,Unknown
9676241,Control,<30,Male
6187864,Control,45–60,Female
2863341,Test,45–60,Unknown
6441862,Control,30–45,Male
2522259,Control,30–45,Male
6178903,Test,60+,Female
7192154,Test,60+,Female
8599053,Test,45–60,Male
9959937,Control,30–45,Male
3068432,Test,45–60,Male
3117292,Test,45–60,Unknown
5588539,Control,45–60,Female
3498954,Test,45–60,Female
1335040,Control,30–45,Male
3292707,Control,<30,Female
2913291,Test,60+,Male
4782225,Control,30–45,Unknown
2576314,Test,30–45,Female
4736912,Control,<30,Unknown
1855018,Test,30–45,Female
9726076,Test,45–60,Male
2958543,Test,45–60,Male
2269063,Control,<30,Unknown
6876767,Control,60+,Male
5944681,Control,30–45,Unknown
8970620,Test,45–60,Unknown
6406556,Test,45–60,Female
5914420,Test,45–60,Unknown
550960,Test,45–60,Male
9972610,Control,30–45,Female
5053539,Control,30–45,Unknown
3122539,Control,45–60,Male
5233866,Test,30–45,Unknown
5903110,Control,45–60,Female
759536,Control,45–60,Male
6781497,Control,60+,Unknown
7028286,Test,45–60,Female
4762973,Control,<30,Unknown
6345665,Test,45–60,Unknown
4672906,Test,60+,Unknown
9127183,Test,45–60,Female
4494555,Test,60+,Unknown
7249540,Control,45–60,Unknown
8045640,Control,30–45,Unknown
2035046,Test,30–45,Male
3381948,Control,60+,Unknown
4051239,Test,60+,Female
6530650,Control,45–60,Unknown
1384091,Test,45–60,Male
7035416,Test,30–45,Male
3242557,Control,45–60,Unknown
4871635,Control,30–45,Female
2566649,Test,30–45,Unknown
2673316,Test,30–45,Female
6030712,Test,<30,Female
5001483,Control,45–60,Male
2216021,Test,<30,Unknown
7263978,Control,<30,Unknown
4491137,Control,45–60,Male
1364907,Test,45–60,Female
2141013,Control,30–45,Unknown
6528570,Test,45–60,Female
3368135,Control,30–45,Unknown
3935675,Test,<30,Male
5301546,Test,30–45,Female
4675164,Control,45–60,Female
8222868,Test,60+,Female
8042509,Control,60+,Unknown
9572701,Control,45–60,Female
6507462,Control,<30,Male
4335230,Test,30–45,Male
853358,Test,60+,Unknown
7514622,Test,30–45,Unknown
3285762,Test,30–45,Male
8535609,Control,30–45,Male
6929800,Control,45–60,Female
1294767,Test,45–60,Male
9879018,Test,30–45,Unknown
2767589,Control,60+,Male
1708383,Control,<30,Unknown
6930269,Test,30–45,Male
3507994,Test,60+,Male
4615484,Test,<30,Unknown
6092269,Control,<30,Unknown
3917668,Control,45–60,Male
9632599,Control,60+,Unknown
2163974,Control,60+,Female
2985225,Control,<30,Male
6325742,Control,<30,Unknown
8262787,Test,<30,Unknown
3650057,Test,60+,Unknown
4871136,Test,30–45,Unknown
2757019,Control,45–60,Female
1058914,Test,30–45,Unknown
6406779,Test,60+,Male
3679449,Test,60+,Male
5901024,Test,45–60,Female
2066822,Test,60+,Male
7838259,Control,60+,Female
6602327,Control,45–60,Unknown
4891184,Test,45–60,Female
4952395,Test,30–45,Female
3931309,Control,45–60,Female
383373,Test,60+,Female
6160780,Test,<30,Unknown
3861475,Control,30–45,Male
5709653,Test,<30,Male
7867273,Control,30–45,Unknown
2706190,Control,30–45,Female
7355737,Test,45–60,Female
3081216,Control,45–60,Male
6437158,Test,30–45,Female
5635878,Control,45–60,Female
8181298,Test,30–45,Unknown
1613840,Control,<30,Unknown
9172302,Test,45–60,Unknown
8158599,Test,30–45,Male
1760751,Control,45–60,Unknown
9653804,Control,30–45,Male
5576358,Test,<30,Male
1424270,Test,30–45,Female
4799191,Control,45–60,Female
2196962,Test,45–60,Female
2995237,Control,30–45,Unknown
8461395,Test,<30,Female
2182225,Control,45–60,Unknown
207416,Control,30–45,Male
7461823,Control,60+,Male
3911296,Test,<30,Female
4036982,Test,60+,Unknown
6156120,Control,60+,Unknown
2692109,Control,45–60,Female
6468769,Control,45–60,Female
6646681,Test,30–45,Unknown
1917906,Control,30–45,Unknown
4005162,Test,60+,Female
6631338,Test,30–45,Unknown
1348668,Control,45–60,Male
20091,Control,<30,Unknown
2369039,Test,30–45,Female
9646006,Test,<30,Unknown
2150650,Test,60+,Female
1542198,Control,60+,Unknown
2007632,Control,60+,Male
8679095,Test,45–60,Female
1103830,Control,45–60,Unknown
3186929,Test,45–60,Female
8627433,Test,<30,Unknown
3117242,Control,60+,Male
6930729,Control,45–60,Female
7588921,Test,45–60,Male
7891128,Test,<30,Unknown
9457052,Test,45–60,Unknown
4658215,Test,30–45,Male
7610523,Test,45–60,Male
2331782,Control,45–60,Female
4275835,Control,60+,Unknown
8007055,Test,45–60,Male
8518643,Control,60+,Female
7013112,Test,60+,Unknown
1613067,Control,45–60,Female
2990592,Test,45–60,Unknown
9801146,Test,30–45,Unknown
9067923,Control,<30,Unknown
7394414,Test,60+,Male
4251567,Test,45–60,Female
8577819,Control,45–60,Male
1088728,Test,30–45,Female
8029864,Control,60+,Male
7895117,Control,45–60,Male
3125835,Test,45–60,Unknown
5331160,Test,30–45,Female
6943758,Test,45–60,Female
6213441,Test,<30,Male
5374697,Control,60+,Female
1106136,Control,60+,Female
4991963,Control,45–60,Female
3123494,Test,45–60,Unknown
5594705,Control,60+,Female
4514762,Control,45–60,Female
2830224,Test,<30,Male
359316,Test,30–45,Male
6620013,Test,45–60,Female
6055967,Test,<30,Unknown
931254,Test,60+,Unknown
4250012,Test,45–60,Unknown
89604,Test,30–45,Unknown
9325237,Control,45–60,Female
6421234,Test,30–45,Female
7404966,Test,45–60,Male
1606322,Control,45–60,Male
7224908,Control,45–60,Male
8363956,Test,60+,Female
5541129,Control,30–45,Unknown
1319308,Test,<30,Female
1562376,Test,30–45,Unknown
844162,Control,45–60,Unknown
4298159,Control,45–60,Female
4391277,Test,45–60,Female
9043889,Control,45–60,Female
2315172,Control,<30,Unknown
8017409,Test,45–60,Unknown
1085528,Test,<30,Female
5702482,Test,45–60,Female
6156369,Control,45–60,Male
8241291,Test,30–45,Female
1757044,Control,60+,Female
4631763,Test,30–45,Unknown
1786513,Test,45–60,Female
1429563,Control,30–45,Unknown
8687676,Test,45–60,Male
1309722,Control,<30,Unknown
283127,Test,60+,Male
9357695,Test,45–60,Male
5410614,Control,<30,Unknown
3924963,Test,45–60,Unknown
8807163,Control,45–60,Female
4436193,Control,30–45,Unknown
5961738,Test,60+,Female
7272255,Control,30–45,Unknown
1440714,Control,<30,Unknown
2182722,Control,60+,Male
3059043,Test,<30,Unknown
9855979,Test,60+,Male
9611540,Test,45–60,Male
3127778,Test,<30,Unknown
4571808,Test,<30,Unknown
5762741,Control,30–45,Male
8831778,Test,45–60,Female
6515101,Control,30–45,Male
9055908,Test,45–60,Male
5889057,Test,<30,Unknown
9455842,Test,60+,Female
9522418,Control,45–60,Female
7409331,Test,30–45,Unknown
8267974,Control,45–60,Male
8581196,Control,45–60,Male
2915029,Test,<30,Male
3277823,Test,30–45,Unknown
4174656,Control,<30,Unknown
87162,Control,60+,Male
7256310,Control,45–60,Female
5556204,Test,<30,Unknown
5414532,Control,45–60,Unknown
4820744,Test,45–60,Female
6159612,Control,45–60,Female
8524876,Control,45–60,Female
897243,Test,45–60,Male
5181822,Control,60+,Unknown
1709551,Control,60+,Female
8566060,Control,45–60,Unknown
84976,Test,30–45,Unknown
4545467,Control,45–60,Unknown
6530134,Control,60+,Unknown
4303270,Control,<30,Male
8389498,Test,<30,Female
6972473,Control,45–60,Male
1427675,Test,45–60,Unknown
9686977,Test,30–45,Male
5329342,Test,45–60,Female
369255,Control,<30,Female
2336280,Test,45–60,Unknown
7612773,Control,45–60,Unknown
3723994,Test,<30,Male
6697918,Control,30–45,Female
872869,Control,30–45,Female
2811304,Test,60+,Unknown
4235619,Test,30–45,Unknown
9966704,Test,<30,Unknown
2861609,Control,60+,Male
9601679,Test,30–45,Female
7849787,Test,45–60,Female
834594,Test,60+,Female
8888660,Test,<30,Male
7581994,Control,30–45,Unknown
5799151,Control,45–60,Male
4544412,Test,30–45,Male
8415235,Test,<30,Unknown
9271462,Test,30–45,Female
3714371,Control,60+,Unknown
9664478,Control,60+,Female
7635887,Test,60+,Female
6367571,Test,45–60,Male
1555557,Test,45–60,Female
9417304,Test,60+,Female
8076343,Control,45–60,Unknown
1425785,Test,60+,Female
2550100,Control,60+,Male
2478030,Test,30–45,Male
7144491,Test,45–60,Male
3239977,Test,60+,Male
6120307,Control,<30,Male
7875563,Test,<30,Female
5425529,Test,45–60,Male
8947417,Test,60+,Unknown
5744690,Control,<30,Female
7401312,Test,45–60,Female
8081536,Test,60+,Female
5893876,Test,60+,Male
2061668,Control,30–45,Unknown
2988371,Test,45–60,Male
3497667,Test,30–45,Female
8351676,Control,<30,Male
4851986,Control,<30,Unknown
4848304,Control,<30,Unknown
8544228,Control,30–45,Unknown
5219381,Test,60+,Female
9978958,Test,45–60,Female
7964421,Test,45–60,Male
3233122,Control,<30,Unknown
3928547,Test,30–45,Male
4755413,Test,30–45,Male
9242550,Test,45–60,Unknown
9631936,Control,60+,Unknown
2836704,Control,<30,Unknown
7853443,Test,30–45,Female
7255317,Test,60+,Female
9785209,Test,45–60,Male
2016678,Test,<30,Female
8378623,Test,60+,Unknown
6090963,Test,45–60,Male
135917,Test,30–45,Male
1367035,Test,30–45,Female
269751,Test,30–45,Unknown
8919237,Control,45–60,Unknown
3762172,Control,60+,Female
5035892,Control,30–45,Female
2030016,Control,45–60,Unknown
312199,Test,<30,Unknown
647081,Test,<30,Male
1071253,Test,30–45,Unknown
9025414,Test,30–45,Male
215661,Test,45–60,Unknown
318680,Test,30–45,Female
9320071,Test,60+,Female
8209682,Control,45–60,Male
1167461,Test,60+,Unknown
9661426,Test,<30,Unknown
3769420,Test,60+,Unknown
1153442,Test,60+,Female
4357479,Control,30–45,Female
7443838,Test,<30,Unknown
3195967,Test,45–60,Male
793397,Control,<30,Unknown
7009565,Control,60+,Unknown
8434941,Control,<30,Male
3736638,Control,45–60,Unknown
4249545,Test,<30,Unknown
5057465,Control,30–45,Unknown
7713773,Control,60+,Unknown
1310756,Test,<30,Unknown
7726539,Control,<30,Unknown
1458726,Test,30–45,Female
9722838,Control,45–60,Male
4960956,Control,30–45,Male
4216690,Test,60+,Male
197560,Test,30–45,Unknown
3448079,Control,60+,Male
2009732,Test,30–45,Unknown
3870054,Test,<30,Male
7186557,Control,30–45,Male
5115258,Test,45–60,Female
6133338,Control,60+,Male
5520072,Control,45–60,Female
1440347,Test,30–45,Female
451682,Test,30–45,Male
7043361,Control,45–60,Male
6302349,Test,60+,Unknown
4498712,Control,<30,Unknown
2931459,Test,45–60,Male
2162880,Test,45–60,Female
2178579,Control,<30,Unknown
1585160,Control,45–60,Male
9985932,Test,45–60,Male
9370023,Control,30–45,Male
9565223,Test,<30,Unknown
2992374,Test,45–60,Male
5871792,Control,<30,Female
6293390,Control,45–60,Female
1445043,Test,30–45,Female
4667938,Test,60+,Unknown
3470971,Control,45–60,Unknown
6185706,Control,<30,Male
1019416,Control,<30,Male
4043123,Control,45–60,Female
9188599,Test,30–45,Unknown
6254609,Test,<30,Unknown
3201404,Test,<30,Unknown
4352988,Control,30–45,Male
4783560,Test,30–45,Unknown
4853518,Test,45–60,Unknown
7307953,Test,30–45,Unknown
4418518,Control,45–60,Female
8133512,Test,45–60,Female
8340499,Control,45–60,Male
4838186,Test,30–45,Male
6857842,Test,60+,Male
9789056,Control,<30,Female
3111271,Control,<30,Male
6373357,Test,30–45,Male
2877305,Test,60+,Male
5979445,Control,60+,Unknown
47860,Test,30–45,Female
8207876,Test,30–45,Male
8698833,Control,<30,Unknown
5086117,Control,45–60,Female
2237903,Test,45–60,Male
9851949,Control,30–45,Male
3176218,Control,45–60,Male
1122145,Test,60+,Female
2575418,Control,60+,Unknown
522187,Test,45–60,Female
5060980,Test,60+,Male
846982,Test,30–45,Unknown
3019910,Control,30–45,Male
5715005,Control,60+,Male
9227821,Test,45–60,Female
6613940,Test,<30,Male
3644084,Test,45–60,Male
7833122,Test,45–60,Female
5471281,Control,45–60,Female
5890536,Control,45–60,Male
8526905,Test,<30,Male
926697,Control,30–45,Unknown
3118099,Control,<30,Unknown
840838,Control,60+,Male
134207,Control,45–60,Unknown
7944080,Test,45–60,Unknown
3281711,Control,45–60,Male
5759055,Test,30–45,Female
1555223,Control,60+,Female
1511490,Test,30–45,Male
8798725,Control,30–45,Unknown
5854902,Test,60+,Male
8729798,Test,<30,Unknown
8614928,Test,60+,Female
9848708,Test,45–60,Male
6785076,Control,<30,Female
6048205,Test,<30,Male
3465286,Control,30–45,Male
1620705,Test,45–60,Male
5532596,Control,30–45,Female
3013018,Test,45–60,Male
9117889,Control,<30,Unknown
1878553,Control,45–60,Male
9900807,Test,30–45,Female
6700779,Test,45–60,Unknown
8187908,Control,60+,Female
5592504,Control,45–60,Male
7164355,Test,<30,Male
6963461,Test,30–45,Unknown
3564822,Control,45–60,Female
8475055,Test,60+,Male
2889627,Test,60+,Female
5268495,Control,45–60,Female
2289242,Control,45–60,Unknown
4247153,Control,45–60,Unknown
9527937,Control,30–45,Female
9016312,Test,<30,Unknown
6786297,Control,45–60,Unknown
8299933,Test,45–60,Male
407146,Control,45–60,Unknown
1183539,Test,60+,Female
4024471,Control,45–60,Female
4502765,Control,30–45,Male
8789752,Test,60+,Unknown
5166938,Control,60+,Female
2852455,Test,45–60,Female
8490158,Test,30–45,Unknown
2240373,Control,<30,Male
3826483,Control,30–45,Female
6567096,Test,45–60,Male
525332,Control,60+,Male
535260,Test,<30,Unknown
5286552,Test,60+,Unknown
7626947,Test,<30,Unknown
8042143,Control,30–45,Unknown
6197016,Control,<30,Unknown
7941483,Test,30–45,Female
9377571,Control,60+,Male
2487945,Control,60+,Female
7191334,Test,<30,Male
5812724,Control,60+,Male
8614502,Test,30–45,Unknown
5247593,Control,30–45,Unknown
176114,Test,30–45,Unknown
113964,Test,45–60,Male
4859072,Test,30–45,Female
4861885,Control,60+,Female
1148508,Test,60+,Female
1385958,Test,45–60,Male
7187447,Control,60+,Male
2915887,Control,30–45,Unknown
2840610,Control,45–60,Unknown
4307797,Control,60+,Female
3449739,Control,60+,Female
2931629,Test,60+,Female
3994773,Control,60+,Male
9515063,Test,45–60,Female
9951010,Test,30–45,Female
6713112,Test,30–45,Unknown
9112859,Control,30–45,Female
4825865,Test,60+,Male
6568346,Control,45–60,Male
3903512,Test,30–45,Female
9948208,Test,45–60,Unknown
7216614,Control,30–45,Female
299523,Control,30–45,Unknown
2577121,Control,<30,Female
5153292,Test,45–60,Male
2601028,Control,30–45,Male
4321387,Test,30–45,Unknown
4257470,Control,30–45,Unknown
6202761,Control,30–45,Male
9243506,Test,<30,Female
7800668,Test,60+,Male
8910128,Test,<30,Unknown
5748636,Control,30–45,Male
5475328,Test,<30,Male
3096259,Test,<30,Female
8836730,Control,30–45,Unknown
9130823,Control,30–45,Unknown
5020419,Control,60+,Unknown
2549932,Test,45–60,Unknown
4960207,Test,30–45,Unknown
66930,Test,60+,Unknown
4705736,Test,30–45,Female
1538758,Control,<30,Unknown
2474224,Test,45–60,Female
2270478,Control,30–45,Male
7723861,Control,<30,Unknown
571600,Test,<30,Female
2907733,Test,30–45,Male
5951685,Test,30–45,Unknown
6484437,Test,<30,Male
9192991,Control,45–60,Unknown
5928334,Test,45–60,Male
9867278,Control,30–45,Unknown
3466024,Test,30–45,Male
1631795,Test,<30,Female
194784,Test,<30,Unknown
6330362,Control,60+,Male
6904635,Test,45–60,Male
4243600,Control,<30,Male
9762794,Test,30–45,Female
4986480,Control,30–45,Unknown
6046394,Test,30–45,Unknown
4974225,Control,60+,Male
6017862,Control,45–60,Female
8854982,Control,<30,Female
9456668,Test,30–45,Unknown
7040441,Control,30–45,Male
1116215,Test,<30,Male
4165138,Control,30–45,Male
3254381,Control,60+,Female
541979,Test,<30,Unknown
8706932,Test,45–60,Unknown
9659583,Test,<30,Male
7403748,Test,45–60,Male
6535114,Control,30–45,Unknown
2720,Test,<30,Male
8038699,Test,30–45,Male
8349427,Test,30–45,Unknown
5931429,Test,30–45,Unknown
2664244,Control,45–60,Female
8623099,Control,<30,Female
1808373,Control,45–60,Male
9391886,Control,30–45,Unknown
8086037,Control,60+,Unknown
3721566,Control,45–60,Female
806955,Test,<30,Female
7797038,Test,45–60,Female
5657214,Test,45–60,Male
4739368,Test,60+,Male
1621145,Test,<30,Unknown
6426623,Control,45–60,Unknown
9195344,Control,30–45,Unknown
7155135,,60+,Female
8076848,,45–60,Unknown
3558998,,30–45,Unknown
9511439,,30–45,Unknown
9431218,,45–60,Female
1467716,,45–60,Male
6986665,,<30,Unknown
8262544,,60+,Male
4511689,,<30,Unknown
9061429,,<30,Unknown
859668,,<30,Unknown
673939,,45–60,Female
9414444,,45–60,Unknown
739955,,30–45,Female
9437427,,45–60,Male
3972966,,60+,Male
8854492,,30–45,Female
5335639,,45–60,Unknown
434961,,<30,Female
4912724,,<30,Male
1520049,,30–45,Unknown
5146943,,60+,Male
1062819,,45–60,Female
4786857,,60+,Female
2785902,,45–60,Unknown
2600081,,60+,Male
5010593,,<30,Female
1130023,,30–45,Female
2196362,,60+,Female
7546079,,45–60,Unknown
5928706,,<30,Unknown
855085,,30–45,Female
4717013,,45–60,Unknown
9246164,,45–60,Female
7026881,,<30,Female
2695208,,30–45,Male
4192750,,30–45,Male
6559638,,60+,Male
9807052,,<30,Male
9936986,,30–45,Unknown
6321829,,<30,Male
1579703,,30–45,Unknown
7078481,,30–45,Unknown
9908134,,60+,Male
6825940,,30–45,Female
8409686,,45–60,Unknown
2022900,,45–60,Male
9052447,,60+,Female
186892,,30–45,Female
9995115,,30–45,Male
5065916,,<30,Male
6736922,,30–45,Male
2445363,,45–60,Male
2226259,,30–45,Female
2338371,,45–60,Male
8558699,,<30,Unknown
8743160,,60+,Male
4408202,,<30,Male
7624602,,<30,Male
9521735,,<30,Unknown
93195,,45–60,Male
4614785,,<30,Female
227818,,45–60,Male
8320198,,30–45,Female
446360,,60+,Male
7629955,,<30,Female
8974590,,60+,Female
3392524,,60+,Unknown
