client_id,Variation,age_group,gender_clean
5527037,Control,45–60,Female
8193034,Test,45–60,Female
1437067,Test,60+,Male
1658480,Control,45–60,Male
2821740,Control,<30,Male
8972168,Control,60+,Unknown
2654796,Control,<30,Unknown
6423163,Control,<30,Unknown
9408992,Test,<30,Unknown
5271884,Test,60+,Unknown
9169430,Control,60+,Female
1875913,Test,45–60,Female
4308315,Control,60+,Female
397404,Control,30–45,Female
557273,Test,30–45,Female
2159443,Test,45–60,Male
9512063,Test,30–45,Male
358285,Test,<30,Male
6826049,Test,<30,Female
5401810,Test,30–45,Female
1701808,Test,30–45,Female
93370,Test,30–45,Male
9192446,Control,60+,Male
8532902,Test,30–45,Unknown
7823381,Test,60+,Male
7700858,Control,<30,Male
1495689,Control,45–60,Male
4870,Test,<30,Male
8543419,Test,45–60,Unknown
3803002,Test,30–45,Unknown
9784052,Control,60+,Female
3596519,Test,30–45,Unknown
1736857,Test,60+,Male
1304282,Control,45–60,Female
9406651,Test,45–60,Female
3761003,Test,45–60,Female
5516768,Control,45–60,Unknown
9506767,Test,30–45,Unknown
9545569,Test,60+,Female
4785815,Test,30–45,Male
5251466,Test,45–60,Male
1414085,Control,45–60,Male
6862376,Control,<30,Male
6284055,Control,30–45,Unknown
3637020,Test,30–45,Female
6972161,Control,<30,Unknown
7403377,Control,30–45,Female
7105739,Control,<30,Male
7386580,Control,30–45,Male
883011,Test,30–45,Female
8120861,Control,45–60,Female
7594212,Test,<30,Female
8438553,Control,45–60,Male
3263729,Test,30–45,Male
1813966,Control,60+,Unknown
9290596,Test,<30,Unknown
675841,Test,60+,Unknown
8163927,Test,60+,Female
1939085,Test,60+,Female
9557232,Control,45–60,Female
6306692,Control,30–45,Male
928070,Test,30–45,Unknown
230492,Control,30–45,Female
2611104,Test,60+,Female
9738273,Control,30–45,Unknown
2230745,Control,45–60,Male
3872272,Control,45–60,Male
2819503,Test,45–60,Unknown
824914,Control,<30,Female
2079676,Test,60+,Male
6044794,Test,45–60,Male
808536,Test,<30,Male
7077477,Test,<30,Male
1327847,Control,<30,Unknown
251519,Test,30–45,Female
5075723,Test,<30,Unknown
2448097,Control,45–60,Male
1891908,Test,45–60,Female
1430088,Control,45–60,Unknown
2177404,Control,45–60,Female
463030,Control,45–60,Unknown
3376442,Control,45–60,Male
9778461,Test,60+,Female
927407,Test,60+,Male
3018255,Test,60+,Female
1591633,Test,60+,Male
6280776,Test,45–60,Male
3367662,Test,60+,Unknown
2173057,Test,60+,Male
2367065,Control,<30,Male
1145797,Test,30–45,Male
7605451,Control,30–45,Unknown
2898136,Control,30–45,Male
7277474,Control,30–45,Female
3854484,Test,45–60,Unknown
8775808,Test,60+,Unknown
5659798,Test,30–45,Male
1125691,Test,45–60,Male
4540939,Control,30–45,Male
9331303,Control,<30,Unknown
4255823,Control,60+,Unknown
1899577,Control,30–45,Male
5081463,Control,60+,Male
8299414,Test,60+,Female
7467270,Control,60+,Male
399065,Control,60+,Female
4514128,Control,30–45,Unknown
1642802,Test,30–45,Unknown
2146627,Control,45–60,Male
3132172,Test,45–60,Female
7882750,Test,30–45,Female
3717700,Test,60+,Male
7922438,Control,45–60,Unknown
7644910,,<30,Unknown
864716,,60+,Female
4009960,,60+,Unknown
3851338,,60+,Female
3777167,,45–60,Unknown
781752,,30–45,Female
2672398,,45–60,Unknown
2108169,,30–45,Female
6716145,,30–45,Male
3156829,,60+,Unknown
5349653,,45–60,Unknown
7468186,,45–60,Male
7856590,,<30,Unknown
6079773,,<30,Female
1879414,,60+,Male
8578394,,30–45,Unknown
7130633,,60+,Unknown
6498249,,<30,Male
4675951,,30–45,Unknown
6657093,,<30,Unknown
3498439,,<30,Unknown
5818608,,60+,Unknown
8337749,,60+,Unknown
2696311,,30–45,Unknown
7383217,,30–45,Male
5257902,,60+,Male
3959657,,45–60,Female
8657314,,30–45,Female
9086280,,30–45,Unknown
8575171,,45–60,Unknown
5713313,,45–60,Unknown
9443177,,45–60,Female
4911605,,45–60,Unknown
1324319,,30–45,Male
7750161,,30–45,Male
3900440,,45–60,Female
4277354,,<30,Unknown
6826214,,30–45,Female
2184810,,60+,Male
703634,,60+,Male
3451031,,<30,Female
2252155,,<30,Female
2011316,,30–45,Unknown
2184737,,60+,Male
3557432,,30–45,Male
1351797,,<30,Unknown
8602669,,45–60,Unknown
9419483,,60+,Male
5356604,,30–45,Unknown
9373617,,30–45,Male
8703440,,45–60,Female
1656810,,45–60,Male
681498,,30–45,Male
9887701,,60+,Female
207904,,30–45,Unknown
1643321,,60+,Female
980535,,60+,Male
8338639,,60+,Male
5249817,,<30,Unknown
6886949,,30–45,Male
6052397,,60+,Female
8128775,,30–45,Male
7149744,,<30,Unknown
5124286,,<30,Male
1971888,,45–60,Female
318805,,45–60,Male
4993308,,30–45,Female
739829,,30–45,Male
9705776,,45–60,Male
397049,,30–45,Male
4896437,,30–45,Female
8125715,,45–60,Female
25378,,30–45,Unknown
6014856,,<30,Unknown
3712821,,<30,Unknown
2856220,,<30,Female
26196,,60+,Male
6918007,,45–60,Unknown
7891052,,30–45,Female
9333183,,45–60,Female
5056484,,45–60,Unknown
7390874,,60+,Female
1906852,,45–60,Female
5577288,,60+,Female
235958,,60+,Unknown
4003301,,45–60,Female
2250741,,30–45,Male
468854,,45–60,Female
4996497,,<30,Unknown
345004,,45–60,Male
7531959,,60+,Male
9363624,,<30,Unknown
7380777,,30–45,Unknown
7440318,,45–60,Female
8865110,,45–60,Male
5532409,,<30,Unknown
7891683,,45–60,Unknown
4320075,,45–60,Female
6898981,,30–45,Male
4013546,,45–60,Male
8371065,,30–45,Male
5321581,,60+,Male
3243814,,60+,Female
5720579,,45–60,Female
3819011,,45–60,Male
8605550,,45–60,Unknown
9950417,,30–45,Unknown
5820806,,60+,Female
8550081,,45–60,Unknown
6391276,,30–45,Female
6946752,,<30,Female
8699217,,60+,Female
815306,,30–45,Unknown
7106763,,30–45,Female
9658879,,<30,Male
8490719,,<30,Unknown
3290796,,<30,Male
761373,,<30,Unknown
490048,,60+,Male
712604,,45–60,Female
2915763,,45–60,Female
3376087,,45–60,Male
4420130,,<30,Male
7140664,,45–60,Unknown
4419145,,45–60,Male
4027817,,45–60,Female
7812665,,45–60,Unknown
6013033,,45–60,Unknown
1113381,,30–45,Male
1433241,,60+,Female
5804511,,30–45,Unknown
6556906,,60+,Unknown
7496041,,45–60,Unknown
935908,,60+,Female
8477882,,45–60,Male
638100,,60+,Female
7561301,,45–60,Male
155934,,<30,Unknown
2340248,,30–45,Unknown
1658572,,<30,Female
1889999,,60+,Female
9677692,,45–60,Unknown
1001367,,60+,Male
7901005,,30–45,Unknown
686916,,<30,Unknown
3386682,,<30,Female
4832997,,60+,Male
5752561,,<30,Female
9989221,,60+,Female
7284780,,30–45,Unknown
2360725,,<30,Female
9965230,,45–60,Male
8327899,,<30,Female
3177261,,60+,Male
6614101,,<30,Unknown
339705,,45–60,Male
5442277,,45–60,Male
9850391,,45–60,Unknown
351352,,30–45,Female
5192102,,30–45,Female
7342195,,<30,Unknown
8512184,,45–60,Female
5969420,,30–45,Male
6599410,,60+,Unknown
9287035,,30–45,Female
7002562,,45–60,Male
9209226,,45–60,Unknown
2426552,,30–45,Male
8990059,,<30,Male
3780204,,60+,Female
3723876,,45–60,Unknown
3920239,,<30,Male
7042202,,30–45,Female
9372709,,<30,Male
7260867,,45–60,Female
5303680,,30–45,Male
6519361,,45–60,Male
2274946,,60+,Female
1381282,,45–60,Unknown
2132039,,30–45,Unknown
399455,,30–45,Unknown
3245425,,45–60,Male
8725569,,30–45,Male
41554,,45–60,Female
2228312,,45–60,Unknown
747225,,45–60,Unknown
2865401,,45–60,Male
3731827,,<30,Female
3369068,,30–45,Female
4861892,,30–45,Male
5248537,,45–60,Female
7423544,,<30,Male
7752374,,<30,Unknown
2842127,,30–45,Female
8955107,,45–60,Unknown
3751299,,45–60,Male
8526166,,60+,Male
1995183,,45–60,Male
7824516,,<30,Male
1358618,,45–60,Female
662648,,45–60,Female
4303066,,30–45,Female
8177885,,45–60,Female
7452360,,60+,Unknown
5560485,,45–60,Unknown
4366417,,30–45,Male
3653115,,<30,Female
1301103,,<30,Unknown
205205,,60+,Male
5893137,,30–45,Unknown
3221291,,30–45,Unknown
1822954,,30–45,Unknown
8083491,,<30,Unknown
9914556,,<30,Unknown
4989931,,45–60,Female
6898992,,30–45,Unknown
1059350,,60+,Female
416556,,45–60,Male
8986584,,<30,Unknown
4601137,,30–45,Male
6829333,,<30,Unknown
2573329,,45–60,Unknown
2374699,,45–60,Unknown
8388019,,30–45,Male
949911,,<30,Unknown
9501785,,60+,Male
4090580,,30–45,Unknown
7283409,,<30,Female
3340879,,<30,Male
6646318,,60+,Female
2178815,,45–60,Unknown
7739015,,<30,Female
5034668,,60+,Female
4562365,,60+,Male
8116010,,45–60,Unknown
8783898,,<30,Unknown
5913854,,45–60,Female
9051253,,30–45,Unknown
1192974,,45–60,Female
6692802,,<30,Unknown
4245098,,<30,Female
7816847,,30–45,Unknown
3193664,,45–60,Female
8033405,,60+,Male
3861697,,45–60,Male
6863690,,<30,Unknown
1698567,,<30,Female
967812,,60+,Female
7437182,,<30,Female
1460747,,30–45,Female
367232,,45–60,Female
1275743,,<30,Female
5617530,,30–45,Unknown
7001797,,30–45,Male
8242908,,45–60,Unknown
8706559,,60+,Female
705997,,30–45,Female
3797507,,60+,Unknown
7394718,,30–45,Female
4556658,,45–60,Male
5239753,,<30,Unknown
8343255,,45–60,Male
6545518,,30–45,Male
3470734,,45–60,Unknown
5933262,,60+,Female
9433512,,30–45,Male
3193093,,<30,Unknown
3529460,,<30,Male
8620829,,<30,Male
3059517,,30–45,Male
3678780,,45–60,Female
1953395,,30–45,Male
1530645,,45–60,Female
1819296,,<30,Unknown
6779070,,30–45,Unknown
3304144,,<30,Unknown
7281895,,<30,Female
7359282,,<30,Male
4072816,,45–60,Male
5529593,,<30,Unknown
6670499,,45–60,Unknown
457662,,45–60,Female
5014014,,30–45,Female
2922798,,60+,Male
5196292,,<30,Unknown
7009842,,<30,Male
6908680,,<30,Female
573929,,45–60,Male
974969,,<30,Unknown
6470351,,30–45,Unknown
7779142,,45–60,Unknown
1364760,,30–45,Unknown
7027859,,<30,Male
9804405,,30–45,Unknown
1515809,,<30,Unknown
7989335,,45–60,Female
7327624,,<30,Unknown
9296668,,30–45,Female
2051973,,<30,Female
9638619,,<30,Unknown
2914250,,30–45,Male
91131,,<30,Male
3545363,,<30,Unknown
172734,,<30,Female
809100,,45–60,Female
9864258,,60+,Unknown
3791569,,60+,Unknown
4483587,,45–60,Male
6284354,,45–60,Female
9925049,,45–60,Female
4812426,,60+,Male
4776978,,<30,Female
18449,,45–60,Female
7717905,,<30,Unknown
9219054,,60+,Female
5201652,,<30,Unknown
1493173,,60+,Male
441831,,<30,Unknown
5635143,,60+,Female
2303640,,60+,Male
1273576,,45–60,Unknown
6589429,,60+,Unknown
5042769,,30–45,Male
4055655,,45–60,Female
8883430,,30–45,Male
4943286,,60+,Female
1734153,,60+,Unknown
2723635,,<30,Female
2033605,,30–45,Unknown
8699648,,30–45,Male
6367253,,45–60,Male
2050809,,60+,Male
3564193,,45–60,Unknown
3911061,,45–60,Unknown
7740796,,45–60,Unknown
5189471,,<30,Male
8097773,,<30,Female
5353794,,30–45,Male
640991,,<30,Unknown
8662527,,45–60,Male
2743179,,30–45,Male
2734931,,30–45,Unknown
3448727,,30–45,Female
8736532,,30–45,Female
3416057,,60+,Female
6954888,,60+,Male
4041675,,<30,Unknown
2534948,,<30,Unknown
8016050,,45–60,Male
9580882,,45–60,Unknown
7319237,,45–60,Female
8833300,,60+,Female
1658617,,45–60,Female
8241714,,45–60,Unknown
456259,,<30,Female
9325507,,60+,Male
3772588,,<30,Male
9270648,,30–45,Unknown
5583700,,60+,Male
4023444,,<30,Female
9282810,,45–60,Unknown
3749610,,60+,Female
1429743,,45–60,Male
4530715,,<30,Unknown
7934317,,45–60,Male
8434131,,45–60,Female
4793866,,45–60,Female
8419921,,60+,Male
4108730,,30–45,Male
2084190,,<30,Female
3871537,,60+,Male
4202217,,<30,Unknown
8690934,,30–45,Unknown
6760386,,30–45,Unknown
7613479,,30–45,Unknown
523467,,45–60,Male
8569916,,45–60,Female
216131,,60+,Male
6717754,,<30,Female
827535,,<30,Male
7419712,,60+,Unknown
168104,,<30,Male
1341040,,60+,Unknown
4523030,,60+,Male
115793,,<30,Unknown
9974065,,45–60,Female
2425083,,45–60,Male
9396131,,45–60,Female
4183857,,60+,Female
8872642,,30–45,Male
4031933,,30–45,Male
1612216,,30–45,Female
9789548,,45–60,Female
3781128,,30–45,Unknown
3562163,,60+,Female
5274258,,60+,Male
3885785,,30–45,Male
3554490,,45–60,Female
2522028,,45–60,Male
8708949,,45–60,Male
1581977,,<30,Female
5997984,,60+,Female
3396982,,45–60,Unknown
2503070,,30–45,Unknown
6065591,,30–45,Female
6692287,,30–45,Female
70127,,<30,Unknown
4003546,,45–60,Unknown
4117739,,30–45,Unknown
9862733,,45–60,Male
5283210,,30–45,Male
9722999,,30–45,Male
3123492,,30–45,Male
4898864,,<30,Unknown
9161330,,30–45,Unknown
1758062,,60+,Male
8145627,,<30,Unknown
2407979,,30–45,Male
2499726,,45–60,Unknown
1572703,,<30,Unknown
208824,,<30,Male
1978301,,30–45,Unknown
123924,,30–45,Unknown
7185633,,30–45,Male
6252771,,60+,Male
4392976,,60+,Male
2632987,,45–60,Male
2805755,,<30,Unknown
3742053,,30–45,Male
3182136,,45–60,Male
8874627,,<30,Male
3335405,,60+,Male
90337,,30–45,Unknown
1285860,,60+,Unknown
3772965,,30–45,Female
6738700,,<30,Unknown
7579909,,45–60,Female
4130851,,45–60,Female
3665619,,30–45,Female
4055531,,45–60,Unknown
754739,,30–45,Female
2670136,,<30,Female
1869262,,45–60,Unknown
745799,,30–45,Male
4984242,,30–45,Unknown
4117759,,<30,Unknown
4998573,,30–45,Male
4923762,,45–60,Female
3142942,,60+,Female
7388132,,30–45,Male
1932504,,45–60,Unknown
9704143,,45–60,Unknown
741546,,60+,Male
8540769,,45–60,Female
4745957,,<30,Male
3874325,,45–60,Female
7387988,,45–60,Female
9538398,,45–60,Female
3052566,,45–60,Unknown
4741440,,30–45,Female
1309873,,30–45,Female
1803871,,45–60,Male
8363852,,60+,Unknown
6680716,,45–60,Unknown
6475500,,60+,Male
1616575,,45–60,Male
683138,,30–45,Unknown
8340322,,60+,Unknown
5732779,,45–60,Female
4695279,,45–60,Male
4154463,,<30,Male
8142861,,45–60,Female
6898080,,45–60,Unknown
2875590,,45–60,Male
7516223,,<30,Unknown
4099097,,30–45,Female
4679253,,45–60,Female
6032723,,45–60,Unknown
7348729,,45–60,Female
7088153,,45–60,Unknown
307512,,60+,Unknown
4212467,,<30,Male
6485398,,30–45,Female
6347052,,60+,Male
6235272,,<30,Unknown
4426374,,45–60,Female
7863121,,60+,Female
5674835,,30–45,Unknown
4593296,,<30,Female
8749074,,45–60,Female
6967859,,45–60,Female
6209159,,<30,Female
3034693,,30–45,Unknown
2491174,,<30,Female
4991886,,30–45,Male
9007587,,60+,Unknown
6555064,,30–45,Male
1263788,,30–45,Unknown
1217633,,<30,Unknown
3162386,,60+,Female
4943171,,45–60,Female
4324837,,45–60,Female
6083995,,30–45,Unknown
2470985,,<30,Unknown
8434598,,60+,Female
6322178,,60+,Unknown
8786831,,30–45,Male
3210430,,45–60,Female
8040609,,45–60,Unknown
6702048,,<30,Unknown
4658847,,30–45,Female
1155864,,45–60,Male
7188852,,45–60,Unknown
9836552,,30–45,Male
6293635,,30–45,Female
1498216,,<30,Male
3774671,,<30,Female
5650663,,45–60,Unknown
9992739,,45–60,Male
968837,,45–60,Female
2481065,,<30,Unknown
5975051,,45–60,Unknown
3647576,,60+,Unknown
853179,,60+,Female
2837785,,<30,Unknown
5348067,,45–60,Female
6895168,,45–60,Female
9419331,,30–45,Unknown
8185256,,45–60,Male
5452240,,<30,Unknown
8052665,,30–45,Unknown
3170793,,60+,Female
384077,,45–60,Female
4319869,,45–60,Male
8604127,,<30,Male
5352766,,45–60,Male
2689246,,30–45,Female
3153207,,45–60,Male
5203192,,<30,Female
76574,,45–60,Female
8467965,,60+,Unknown
4942326,,30–45,Male
6847215,,30–45,Unknown
1219492,,30–45,Unknown
2331701,,<30,Female
5590780,,60+,Female
7225964,,60+,Male
8830984,,45–60,Male
1793808,,30–45,Male
6188646,,<30,Female
3823917,,<30,Male
3480574,,30–45,Male
2374650,,<30,Female
3283184,,30–45,Male
4846015,,45–60,Male
2554026,,<30,Unknown
2053385,,<30,Unknown
7702231,,30–45,Male
7241531,,<30,Male
9738804,,45–60,Male
1351015,,60+,Female
6723976,,45–60,Female
5477102,,30–45,Unknown
4127833,,45–60,Female
4554917,,30–45,Female
1864777,,45–60,Female
14716,,60+,Male
9179304,,30–45,Male
5228535,,30–45,Female
8097874,,<30,Male
8097198,,45–60,Unknown
5117705,,45–60,Female
921889,,30–45,Female
7727210,,30–45,Unknown
7478173,,30–45,Female
5218492,,<30,Unknown
283176,,60+,Male
6110716,,45–60,Male
169245,,30–45,Female
3669496,,<30,Male
4990223,,45–60,Male
9782605,,30–45,Unknown
3514232,,<30,Male
3743275,,60+,Male
8912243,,<30,Female
2152652,,60+,Male
9452745,,45–60,Unknown
5615072,,30–45,Male
6918641,,30–45,Unknown
2442032,,45–60,Female
2793262,,30–45,Male
2198991,,30–45,Male
9082023,,30–45,Unknown
8742212,,45–60,Female
6365330,,45–60,Male
3853563,,30–45,Unknown
1228617,,30–45,Unknown
6734033,,30–45,Unknown
128722,,45–60,Male
7333679,,<30,Unknown
2754137,,30–45,Female
8877149,,<30,Unknown
9169586,,30–45,Male
2505682,,45–60,Female
6956472,,45–60,Female
4033851,Control,60+,Male
2199722,Test,<30,Unknown
2336869,Control,45–60,Female
7762269,Test,<30,Male
257840,Test,30–45,Male
5821983,Control,<30,Female
8319726,Test,<30,Unknown
7214811,Test,30–45,Unknown
5324253,Test,30–45,Unknown
8279228,Test,45–60,Male
169185,Test,30–45,Unknown
1718250,Test,30–45,Unknown
4785260,Test,45–60,Unknown
3175977,Test,30–45,Female
3432043,Test,30–45,Male
85097,Control,60+,Male
7787684,Control,30–45,Unknown
9052277,Test,60+,Female
4342700,Control,<30,Unknown
2458751,Test,45–60,Male
7375067,Control,30–45,Unknown
2617114,Control,30–45,Female
7258442,Control,45–60,Male
1034218,Test,30–45,Unknown
2681612,Control,<30,Male
9824178,Test,45–60,Female
5363445,Control,45–60,Unknown
3319690,Test,45–60,Unknown
4589317,Test,<30,Unknown
5619517,Control,<30,Unknown
5867862,Test,<30,Female
7916237,Test,60+,Female
8121690,Test,30–45,Male
8512863,Control,60+,Female
6097361,Control,60+,Unknown
6372831,Control,45–60,Male
542563,Control,60+,Female
7218675,Control,30–45,Unknown
4979031,Test,45–60,Female
7767849,Test,60+,Unknown
6773284,Test,45–60,Male
3052488,Control,45–60,Female
6486309,Test,30–45,Male
3366060,Test,60+,Female
4374056,Test,30–45,Unknown
6379996,Test,<30,Unknown
3239523,Control,45–60,Unknown
1731028,Test,30–45,Male
2159101,Test,<30,Unknown
9778121,Test,30–45,Male
1756663,Control,30–45,Male
3445770,Test,30–45,Female
160741,Test,<30,Unknown
7923876,Control,30–45,Unknown
8443142,Test,30–45,Unknown
356783,Control,60+,Female
6462925,Test,45–60,Female
4752282,Control,30–45,Female
5261313,Control,60+,Unknown
8818002,Test,30–45,Female
8241833,Test,45–60,Male
9010076,Control,60+,Male
1120859,Test,<30,Unknown
3362285,Control,45–60,Male
1694251,Test,<30,Unknown
7305468,Test,45–60,Male
5758766,Test,<30,Unknown
2255988,Test,30–45,Female
5007915,Control,30–45,Unknown
5411447,Test,60+,Male
6351585,Control,45–60,Female
303551,Test,30–45,Female
1512189,Test,60+,Female
5742686,Control,30–45,Female
9906255,Test,45–60,Female
2934958,Test,45–60,Female
5194510,Control,45–60,Female
8865699,Control,60+,Male
7763229,Test,<30,Male
8331742,Control,45–60,Female
627647,Test,<30,Male
1590631,Test,45–60,Female
7009981,Control,45–60,Unknown
7598836,Control,30–45,Unknown
545350,Test,45–60,Female
400621,Control,<30,Unknown
1981568,Test,45–60,Male
1741236,Control,60+,Female
4177841,Control,30–45,Female
6739855,Test,60+,Female
4709095,Test,60+,Unknown
2788033,Control,60+,Male
5997731,Control,60+,Unknown
9410670,Test,30–45,Female
6871269,Control,60+,Female
1007207,Test,60+,Male
8565387,Test,45–60,Male
7306047,Control,30–45,Unknown
2992443,Control,30–45,Unknown
3201422,Test,60+,Male
904844,Control,60+,Male
6129501,Test,60+,Female
1116619,Test,45–60,Unknown
535661,Test,60+,Unknown
9542549,Control,<30,Unknown
3524186,Test,30–45,Unknown
9745379,Control,<30,Unknown
1689862,Control,60+,Female
5497377,Test,60+,Male
5048594,Test,30–45,Female
3871675,Test,45–60,Unknown
4473543,Test,30–45,Unknown
8864425,Control,45–60,Unknown
3673685,Test,45–60,Unknown
6871417,Control,30–45,Unknown
2972845,Test,45–60,Male
7740522,Test,30–45,Female
6808844,Control,30–45,Male
3414059,Control,<30,Female
1038683,Control,45–60,Male
9974438,Control,30–45,Male
9924413,Test,45–60,Female
8963150,Test,30–45,Male
6176837,Test,60+,Unknown
3122525,Test,45–60,Unknown
670602,Test,45–60,Unknown
6770576,Test,<30,Unknown
7938527,Control,60+,Male
9159121,Control,60+,Female
2195909,Test,30–45,Female
166017,Test,60+,Unknown
5330825,Control,30–45,Male
4380549,Test,<30,Unknown
5595019,Test,45–60,Male
6438329,Control,45–60,Unknown
2712440,Control,30–45,Female
9129948,Control,60+,Female
6530035,Control,60+,Unknown
1829354,Test,45–60,Male
1865145,Test,60+,Male
6677115,Test,45–60,Male
246710,Test,<30,Male
9247992,Test,45–60,Female
4052523,Test,30–45,Unknown
6361294,Test,30–45,Unknown
4754246,Control,60+,Unknown
427512,Control,45–60,Male
7601495,Control,60+,Male
8164670,Control,60+,Male
9600763,Test,60+,Male
6454946,Control,60+,Male
7542530,Test,30–45,Male
2183096,Test,45–60,Unknown
8945962,Control,60+,Male
3180864,Control,45–60,Unknown
587145,Test,<30,Unknown
3647605,Test,45–60,Unknown
3745434,Control,<30,Unknown
3139626,Test,45–60,Unknown
3084284,Test,45–60,Female
2200791,Test,<30,Unknown
8765687,Test,30–45,Female
5409799,Test,45–60,Unknown
9078686,Control,45–60,Male
703468,Test,30–45,Male
1011388,Test,30–45,Male
7654648,Test,<30,Female
6349753,Control,60+,Female
6296101,Control,60+,Male
6529844,Test,45–60,Female
7678522,Test,60+,Female
3504325,Control,<30,Unknown
4592404,Control,45–60,Male
2158801,Test,45–60,Male
582696,Control,45–60,Male
3013739,Test,60+,Female
6848944,Test,30–45,Unknown
4486861,Test,45–60,Male
385456,Test,30–45,Male
5373253,Control,<30,Unknown
2020418,Control,45–60,Male
3629058,Test,<30,Male
4863969,Control,30–45,Male
7420809,Control,<30,Male
4884704,Test,<30,Male
2197949,Control,30–45,Unknown
2991849,Control,45–60,Female
9571993,Control,45–60,Male
2640314,Test,<30,Female
1752038,Control,60+,Female
7353626,Test,<30,Female
1264053,Control,60+,Male
4013884,Test,45–60,Female
2743618,Control,60+,Male
2331726,Test,<30,Female
2101216,Test,<30,Unknown
1814596,Test,45–60,Male
852300,Test,60+,Female
6430556,Control,30–45,Male
2568361,Test,45–60,Unknown
4916142,Control,30–45,Male
3631920,Control,30–45,Male
3665178,Control,30–45,Male
1008407,Control,45–60,Male
9497286,Test,30–45,Male
8302339,Control,45–60,Unknown
7678969,Test,60+,Female
416018,Control,30–45,Female
4404877,Test,30–45,Male
5477839,Control,<30,Unknown
3598438,Control,60+,Male
6941337,Control,<30,Female
9883616,Control,<30,Unknown
106137,Test,45–60,Female
8183191,Test,45–60,Female
8863351,Test,<30,Unknown
6217257,Test,60+,Male
5821298,Control,<30,Female
9215572,Test,<30,Unknown
7196140,Control,45–60,Female
4229918,Test,60+,Female
208505,Test,45–60,Male
2347026,Test,45–60,Unknown
4088251,Control,<30,Female
743572,Test,30–45,Female
4017786,Test,45–60,Male
5584469,Test,<30,Unknown
9293672,Test,45–60,Female
7762216,Control,45–60,Unknown
8108520,Control,45–60,Male
2316123,Control,60+,Female
3932604,Test,<30,Male
2224982,Control,60+,Female
4003363,Test,30–45,Unknown
5732460,Test,60+,Male
4465663,Control,60+,Female
421795,Control,45–60,Male
2452053,Test,45–60,Male
8844151,Test,45–60,Female
730405,Test,<30,Male
1416408,Test,45–60,Male
2834218,Control,45–60,Unknown
3788459,Test,30–45,Unknown
8832230,Control,60+,Female
8620221,Control,60+,Female
6801754,Control,30–45,Female
9049247,Test,30–45,Male
6768983,Test,60+,Unknown
6004290,Control,60+,Female
5475282,Test,60+,Female
1754960,Test,45–60,Male
1665981,Control,30–45,Male
7404361,Control,45–60,Male
6786810,Test,30–45,Male
6135379,Control,45–60,Male
2593516,Control,60+,Female
7890472,Test,45–60,Unknown
554955,Test,45–60,Unknown
7654385,Control,<30,Unknown
673653,Control,60+,Unknown
9452903,Test,30–45,Female
3465027,Control,30–45,Male
1274145,Control,30–45,Female
4462513,Test,30–45,Male
3211558,Control,60+,Unknown
9669628,Test,45–60,Unknown
6745785,Test,60+,Male
7021213,Test,60+,Male
237072,Test,45–60,Female
8260569,Control,30–45,Male
2746886,Control,<30,Unknown
8588400,Test,60+,Female
534419,Control,45–60,Unknown
463023,Test,45–60,Unknown
2055063,Control,<30,Male
9231200,Test,60+,Female
1218796,Control,30–45,Male
7619304,Test,<30,Male
7968592,Test,<30,Unknown
2858504,Test,60+,Male
2603992,Control,60+,Male
9604594,Control,45–60,Male
6601257,Test,60+,Female
4409752,Test,30–45,Unknown
9805367,Control,30–45,Unknown
8128914,Test,45–60,Male
7599438,Test,<30,Female
4353285,Test,30–45,Male
6347403,Test,30–45,Female
1653578,Test,30–45,Female
7614490,Control,45–60,Female
960482,Test,30–45,Female
8827639,Control,<30,Female
3548100,Test,60+,Male
2432412,Test,<30,Female
1717323,Control,30–45,Unknown
8988322,Control,45–60,Female
5836349,Test,<30,Unknown
8625508,Control,30–45,Male
4231415,Test,45–60,Unknown
5419627,Control,60+,Male
2573774,Control,30–45,Male
1305058,Test,30–45,Unknown
7490213,Control,45–60,Female
2963883,Test,<30,Female
8023902,Control,30–45,Unknown
7696666,Control,45–60,Female
9007852,Test,45–60,Male
1511907,Control,30–45,Unknown
7967787,Test,<30,Unknown
5039516,Test,60+,Unknown
5253953,Test,45–60,Male
6041815,Test,<30,Unknown
2489490,Test,45–60,Female
783521,Control,60+,Female
1242903,Test,30–45,Male
227631,Test,60+,Unknown
2863254,Test,60+,Female
2995320,Control,60+,Female
9117582,Test,<30,Unknown
4597628,Control,60+,Male
4498379,Test,45–60,Female
2677300,Control,<30,Unknown
7336937,Test,30–45,Male
8688451,Test,60+,Unknown
3816817,Test,45–60,Male
1114916,Control,30–45,Male
5821057,Test,30–45,Female
8405619,Test,45–60,Female
3751513,Control,60+,Female
7275283,Test,60+,Unknown
5319464,Test,45–60,Unknown
6411294,Control,60+,Male
7812509,Control,30–45,Male
7697450,Test,30–45,Unknown
4163739,Test,60+,Unknown
127331,Test,45–60,Unknown
7717405,Control,45–60,Male
1122853,Control,<30,Unknown
2788385,Test,45–60,Male
8337819,Test,60+,Unknown
8434055,Test,30–45,Female
9333117,Control,60+,Male
734032,Test,<30,Unknown
7404066,Control,45–60,Female
9032689,Control,45–60,Male
6182487,Control,45–60,Male
2917069,Control,<30,Female
6982913,Test,<30,Female
2702463,Test,30–45,Female
2850288,Control,<30,Male
5203969,Test,45–60,Unknown
1059370,Test,30–45,Female
2629882,Test,45–60,Unknown
1234723,Control,30–45,Unknown
4474615,Test,60+,Female
